date,item_id,price,item_count
1/2/19,17,6.21,0
1/2/19,18,18.82,0
1/2/19,20,7.95,0
1/2/19,22,19.05,0
1/2/19,24,7.91,0
1/2/19,25,6.23,0
1/2/19,26,7.55,0
1/2/19,27,26.21,0
1/2/19,28,15.23,0
1/2/19,29,2.43,0
1/2/19,30,5.08,0
1/2/19,31,5.62,0
1/2/19,32,3.86,0
1/2/19,33,20.8,0
1/2/19,34,27.47,0
1/2/19,35,4.36,0
1/2/19,36,21.14,0
1/2/19,37,7.36,0
1/2/19,38,10.8,0
1/2/19,39,19.03,0
1/2/19,40,22.67,0
1/2/19,41,6.01,0
1/2/19,43,7.13,0
1/2/19,44,5.5,0
1/2/19,46,6.89,0
1/2/19,47,8.01,0
1/2/19,48,11.82,0
1/2/19,50,26.37,0
1/2/19,51,17.55,0
1/2/19,52,5.68,0
1/2/19,53,7.87,0
1/2/19,54,6.51,0
1/2/19,55,6.63,0
1/2/19,57,3.93,0
1/2/19,58,13.66,0
1/2/19,60,15.69,0
1/2/19,61,18.53,0
1/2/19,62,5.7,0
1/2/19,63,3.74,0
1/2/19,64,16.09,0
1/2/19,65,20.02,0
1/2/19,66,6.31,0
1/2/19,68,8.7,0
1/2/19,69,26.04,0
1/2/19,70,16.28,0
1/2/19,71,3.98,0
1/2/19,72,6.53,0
1/2/19,74,4.11,0
1/2/19,75,5.6,0
1/2/19,77,7.7,0
1/2/19,78,2.99,0
1/2/19,79,3.75,0
1/2/19,81,5.11,0
1/2/19,82,5.45,0
1/2/19,83,8.55,0
1/2/19,84,19.77,0
1/2/19,85,4.02,0
1/2/19,86,6.5,0
1/2/19,87,7.22,0
1/2/19,88,16.06,0
1/2/19,91,15.46,0
1/2/19,92,3.23,0
1/2/19,95,19.04,0
1/2/19,96,21.93,0
1/2/19,97,28.65,0
1/2/19,98,5,0
1/2/19,99,5.32,0
1/2/19,100,2.48,0
1/3/19,4,26.42,29
1/3/19,12,4.87,6
1/3/19,13,4.18,6
1/3/19,16,3.21,144
1/3/19,19,2.89,127
1/3/19,21,23.23,7
1/3/19,23,10.86,6
1/3/19,25,6.23,1
1/3/19,42,2.91,1
1/3/19,45,23.43,1
1/3/19,49,1.39,2
1/3/19,56,28.75,18
1/3/19,59,23.37,30
1/3/19,67,7,30
1/3/19,73,5.16,1
1/3/19,76,17.93,32
1/3/19,80,53.98,2
1/3/19,94,5.71,1
1/3/19,97,28.65,1
1/3/19,1,6.71,0
1/3/19,2,15.09,0
1/3/19,3,29.22,0
1/3/19,5,6.07,0
1/3/19,6,5.61,0
1/3/19,7,8.1,0
1/3/19,8,24.98,0
1/3/19,9,3.91,0
1/3/19,10,21.13,0
1/3/19,11,19.48,0
1/3/19,14,3.9,0
1/3/19,15,18.78,0
1/3/19,17,6.21,0
1/3/19,18,18.82,0
1/3/19,20,7.95,0
1/3/19,22,19.05,0
1/3/19,24,7.91,0
1/3/19,26,7.55,0
1/3/19,27,26.21,0
1/3/19,28,15.23,0
1/3/19,29,2.43,0
1/3/19,30,5.08,0
1/3/19,31,5.62,0
1/3/19,32,3.86,0
1/3/19,33,20.8,0
1/3/19,34,27.47,0
1/3/19,35,4.36,0
1/3/19,36,21.14,0
1/3/19,37,7.36,0
1/3/19,38,10.8,0
1/3/19,39,19.03,0
1/3/19,40,22.67,0
1/3/19,41,6.01,0
1/3/19,43,7.13,0
1/3/19,44,5.5,0
1/3/19,46,6.89,0
1/3/19,47,8.01,0
1/3/19,48,11.82,0
1/3/19,50,26.37,0
1/3/19,51,17.55,0
1/3/19,52,5.68,0
1/3/19,53,7.87,0
1/3/19,54,6.51,0
1/3/19,55,6.63,0
1/3/19,57,3.93,0
1/3/19,58,13.66,0
1/3/19,60,15.69,0
1/3/19,61,18.53,0
1/3/19,62,5.7,0
1/3/19,63,3.74,0
1/3/19,64,16.09,0
1/3/19,65,20.02,0
1/3/19,66,6.31,0
1/3/19,68,8.7,0
1/3/19,69,26.04,0
1/3/19,70,16.28,0
1/3/19,71,3.98,0
1/3/19,72,6.53,0
1/3/19,74,4.11,0
1/3/19,75,5.6,0
1/3/19,77,7.7,0
1/3/19,78,2.99,0
1/3/19,79,3.75,0
1/3/19,81,5.11,0
1/3/19,82,5.45,0
1/3/19,83,8.55,0
1/3/19,84,19.77,0
1/3/19,85,4.02,0
1/3/19,86,6.5,0
1/3/19,87,7.22,0
1/3/19,88,16.06,0
1/3/19,89,3.06,0
1/3/19,90,7.71,0
1/3/19,91,15.46,0
1/3/19,92,3.23,0
1/3/19,93,12.44,0
1/3/19,95,19.04,0
1/3/19,96,21.93,0
1/3/19,98,5,0
1/3/19,99,5.32,0
1/3/19,100,2.48,0
1/4/19,3,29.22,6
1/4/19,4,26.42,18
1/4/19,12,4.87,6
1/4/19,13,4.18,11
1/4/19,16,3.21,211
1/4/19,19,2.89,143
1/4/19,21,23.23,14
1/4/19,23,10.86,13
1/4/19,29,2.43,1
1/4/19,42,2.91,1
1/4/19,45,23.43,1
1/4/19,49,1.39,2
1/4/19,56,28.75,20
1/4/19,59,23.37,39
1/4/19,67,7,20
1/4/19,76,17.93,56
1/4/19,80,53.98,1
1/4/19,90,7.71,1
1/4/19,1,6.71,0
1/4/19,2,15.09,0
1/4/19,5,6.07,0
1/4/19,6,5.61,0
1/4/19,7,8.1,0
1/4/19,8,24.98,0
1/4/19,9,3.91,0
1/4/19,10,21.13,0
1/4/19,11,19.48,0
1/4/19,14,3.9,0
1/4/19,15,18.78,0
1/4/19,17,6.21,0
1/4/19,18,18.82,0
1/4/19,20,7.95,0
1/4/19,22,19.05,0
1/4/19,24,7.91,0
1/4/19,25,6.23,0
1/4/19,26,7.55,0
1/4/19,27,26.21,0
1/4/19,28,15.23,0
1/4/19,30,5.08,0
1/4/19,31,5.62,0
1/4/19,32,3.86,0
1/4/19,33,20.8,0
1/4/19,34,27.47,0
1/4/19,35,4.36,0
1/4/19,36,21.14,0
1/4/19,37,7.36,0
1/4/19,38,10.8,0
1/4/19,39,19.03,0
1/4/19,40,22.67,0
1/4/19,41,6.01,0
1/4/19,43,7.13,0
1/4/19,44,5.5,0
1/4/19,46,6.89,0
1/4/19,47,8.01,0
1/4/19,48,11.82,0
1/4/19,50,26.37,0
1/4/19,51,17.55,0
1/4/19,52,5.68,0
1/4/19,53,7.87,0
1/4/19,54,6.51,0
1/4/19,55,6.63,0
1/4/19,57,3.93,0
1/4/19,58,13.66,0
1/4/19,60,15.69,0
1/4/19,61,18.53,0
1/4/19,62,5.7,0
1/4/19,63,3.74,0
1/4/19,64,16.09,0
1/4/19,65,20.02,0
1/4/19,66,6.31,0
1/4/19,68,8.7,0
1/4/19,69,26.04,0
1/4/19,70,16.28,0
1/4/19,71,3.98,0
1/4/19,72,6.53,0
1/4/19,73,5.16,0
1/4/19,74,4.11,0
1/4/19,75,5.6,0
1/4/19,77,7.7,0
1/4/19,78,2.99,0
1/4/19,79,3.75,0
1/4/19,81,5.11,0
1/4/19,82,5.45,0
1/4/19,83,8.55,0
1/4/19,84,19.77,0
1/4/19,85,4.02,0
1/4/19,86,6.5,0
1/4/19,87,7.22,0
1/4/19,88,16.06,0
1/4/19,89,3.06,0
1/4/19,91,15.46,0
1/4/19,92,3.23,0
1/4/19,93,12.44,0
1/4/19,94,5.71,0
1/4/19,95,19.04,0
1/4/19,96,21.93,0
1/4/19,97,28.65,0
1/4/19,98,5,0
1/4/19,99,5.32,0
1/4/19,100,2.48,0
1/5/19,3,29.22,4
1/5/19,4,26.42,29
1/5/19,12,4.87,15
1/5/19,13,4.18,14
1/5/19,16,3.21,169
1/5/19,19,2.89,162
1/5/19,21,23.23,9
1/5/19,23,10.86,8
1/5/19,42,2.91,1
1/5/19,45,23.43,5
1/5/19,49,1.39,2
1/5/19,50,26.37,1
1/5/19,56,28.75,22
1/5/19,59,23.37,30
1/5/19,67,7,27
1/5/19,68,8.7,1
1/5/19,75,5.6,1
1/5/19,76,17.93,48
1/5/19,90,7.71,2
1/5/19,91,15.46,1
1/5/19,97,28.65,1
1/5/19,1,6.71,0
1/5/19,2,15.09,0
1/5/19,5,6.07,0
1/5/19,6,5.61,0
1/5/19,7,8.1,0
1/5/19,8,24.98,0
1/5/19,9,3.91,0
1/5/19,10,21.13,0
1/5/19,11,19.48,0
1/5/19,14,3.9,0
1/5/19,15,18.78,0
1/5/19,17,6.21,0
1/5/19,18,18.82,0
1/5/19,20,7.95,0
1/5/19,22,19.05,0
1/5/19,24,7.91,0
1/5/19,25,6.23,0
1/5/19,26,7.55,0
1/5/19,27,26.21,0
1/5/19,28,15.23,0
1/5/19,29,2.43,0
1/5/19,30,5.08,0
1/5/19,31,5.62,0
1/5/19,32,3.86,0
1/5/19,33,20.8,0
1/5/19,34,27.47,0
1/5/19,35,4.36,0
1/5/19,36,21.14,0
1/5/19,37,7.36,0
1/5/19,38,10.8,0
1/5/19,39,19.03,0
1/5/19,40,22.67,0
1/5/19,41,6.01,0
1/5/19,43,7.13,0
1/5/19,44,5.5,0
1/5/19,46,6.89,0
1/5/19,47,8.01,0
1/5/19,48,11.82,0
1/5/19,51,17.55,0
1/5/19,52,5.68,0
1/5/19,53,7.87,0
1/5/19,54,6.51,0
1/5/19,55,6.63,0
1/5/19,57,3.93,0
1/5/19,58,13.66,0
1/5/19,60,15.69,0
1/5/19,61,18.53,0
1/5/19,62,5.7,0
1/5/19,63,3.74,0
1/5/19,64,16.09,0
1/5/19,65,20.02,0
1/5/19,66,6.31,0
1/5/19,69,26.04,0
1/5/19,70,16.28,0
1/5/19,71,3.98,0
1/5/19,72,6.53,0
1/5/19,73,5.16,0
1/5/19,74,4.11,0
1/5/19,77,7.7,0
1/5/19,78,2.99,0
1/5/19,79,3.75,0
1/5/19,80,53.98,0
1/5/19,81,5.11,0
1/5/19,82,5.45,0
1/5/19,83,8.55,0
1/5/19,84,19.77,0
1/5/19,85,4.02,0
1/5/19,86,6.5,0
1/5/19,87,7.22,0
1/5/19,88,16.06,0
1/5/19,89,3.06,0
1/5/19,92,3.23,0
1/5/19,93,12.44,0
1/5/19,94,5.71,0
1/5/19,95,19.04,0
1/5/19,96,21.93,0
1/5/19,98,5,0
1/5/19,99,5.32,0
1/5/19,100,2.48,0
1/6/19,3,29.22,1
1/6/19,4,26.42,9
1/6/19,12,4.87,3
1/6/19,13,4.18,6
1/6/19,16,3.21,51
1/6/19,19,2.89,61
1/6/19,21,23.23,2
1/6/19,23,10.86,4
1/6/19,26,7.55,1
1/6/19,27,26.21,1
1/6/19,42,2.91,1
1/6/19,45,23.43,2
1/6/19,49,1.39,3
1/6/19,56,28.75,3
1/6/19,59,23.37,13
1/6/19,67,7,7
1/6/19,71,3.98,1
1/6/19,76,17.93,16
1/6/19,79,3.75,1
1/6/19,94,5.71,1
1/6/19,1,6.71,0
1/6/19,2,15.09,0
1/6/19,5,6.07,0
1/6/19,6,5.61,0
1/6/19,7,8.1,0
1/6/19,8,24.98,0
1/6/19,9,3.91,0
1/6/19,10,21.13,0
1/6/19,11,19.48,0
1/6/19,14,3.9,0
1/6/19,15,18.78,0
1/6/19,17,6.21,0
1/6/19,18,18.82,0
1/6/19,20,7.95,0
1/6/19,22,19.05,0
1/6/19,24,7.91,0
1/6/19,25,6.23,0
1/6/19,28,15.23,0
1/6/19,29,2.43,0
1/6/19,30,5.08,0
1/6/19,31,5.62,0
1/6/19,32,3.86,0
1/6/19,33,20.8,0
1/6/19,34,27.47,0
1/6/19,35,4.36,0
1/6/19,36,21.14,0
1/6/19,37,7.36,0
1/6/19,38,10.8,0
1/6/19,39,19.03,0
1/6/19,40,22.67,0
1/6/19,41,6.01,0
1/6/19,43,7.13,0
1/6/19,44,5.5,0
1/6/19,46,6.89,0
1/6/19,47,8.01,0
1/6/19,48,11.82,0
1/6/19,50,26.37,0
1/6/19,51,17.55,0
1/6/19,52,5.68,0
1/6/19,53,7.87,0
1/6/19,54,6.51,0
1/6/19,55,6.63,0
1/6/19,57,3.93,0
1/6/19,58,13.66,0
1/6/19,60,15.69,0
1/6/19,61,18.53,0
1/6/19,62,5.7,0
1/6/19,63,3.74,0
1/6/19,64,16.09,0
1/6/19,65,20.02,0
1/6/19,66,6.31,0
1/6/19,68,8.7,0
1/6/19,69,26.04,0
1/6/19,70,16.28,0
1/6/19,72,6.53,0
1/6/19,73,5.16,0
1/6/19,74,4.11,0
1/6/19,75,5.6,0
1/6/19,77,7.7,0
1/6/19,78,2.99,0
1/6/19,80,53.98,0
1/6/19,81,5.11,0
1/6/19,82,5.45,0
1/6/19,83,8.55,0
1/6/19,84,19.77,0
1/6/19,85,4.02,0
1/6/19,86,6.5,0
1/6/19,87,7.22,0
1/6/19,88,16.06,0
1/6/19,89,3.06,0
1/6/19,90,7.71,0
1/6/19,91,15.46,0
1/6/19,92,3.23,0
1/6/19,93,12.44,0
1/6/19,95,19.04,0
1/6/19,96,21.93,0
1/6/19,97,28.65,0
1/6/19,98,5,0
1/6/19,99,5.32,0
1/6/19,100,2.48,0
1/7/19,3,29.22,1
1/7/19,4,26.42,13
1/7/19,12,4.87,3
1/7/19,13,4.18,4
1/7/19,16,3.21,65
1/7/19,19,2.89,80
1/7/19,21,23.23,1
1/7/19,23,10.86,2
1/7/19,42,2.91,1
1/7/19,56,28.75,5
1/7/19,59,23.37,13
1/7/19,67,7,9
1/7/19,68,8.7,1
1/7/19,73,5.16,2
1/7/19,76,17.93,25
1/7/19,79,3.75,1
1/7/19,88,16.06,1
1/7/19,89,3.06,3
1/7/19,92,3.23,1
1/7/19,94,5.71,1
1/7/19,1,6.71,0
1/7/19,2,15.09,0
1/7/19,5,6.07,0
1/7/19,6,5.61,0
1/7/19,7,8.1,0
1/7/19,8,24.98,0
1/7/19,9,3.91,0
1/7/19,10,21.13,0
1/7/19,11,19.48,0
1/7/19,14,3.9,0
1/7/19,15,18.78,0
1/7/19,17,6.21,0
1/7/19,18,18.82,0
1/7/19,20,7.95,0
1/7/19,22,19.05,0
1/7/19,24,7.91,0
1/7/19,25,6.23,0
1/7/19,26,7.55,0
1/7/19,27,26.21,0
1/7/19,28,15.23,0
1/7/19,29,2.43,0
1/7/19,30,5.08,0
1/7/19,31,5.62,0
1/7/19,32,3.86,0
1/7/19,33,20.8,0
1/7/19,34,27.47,0
1/7/19,35,4.36,0
1/7/19,36,21.14,0
1/7/19,37,7.36,0
1/7/19,38,10.8,0
1/7/19,39,19.03,0
1/7/19,40,22.67,0
1/7/19,41,6.01,0
1/7/19,43,7.13,0
1/7/19,44,5.5,0
1/7/19,45,23.43,0
1/7/19,46,6.89,0
1/7/19,47,8.01,0
1/7/19,48,11.82,0
1/7/19,49,1.39,0
1/7/19,50,26.37,0
1/7/19,51,17.55,0
1/7/19,52,5.68,0
1/7/19,53,7.87,0
1/7/19,54,6.51,0
1/7/19,55,6.63,0
1/7/19,57,3.93,0
1/7/19,58,13.66,0
1/7/19,60,15.69,0
1/7/19,61,18.53,0
1/7/19,62,5.7,0
1/7/19,63,3.74,0
1/7/19,64,16.09,0
1/7/19,65,20.02,0
1/7/19,66,6.31,0
1/7/19,69,26.04,0
1/7/19,70,16.28,0
1/7/19,71,3.98,0
1/7/19,72,6.53,0
1/7/19,74,4.11,0
1/7/19,75,5.6,0
1/7/19,77,7.7,0
1/7/19,78,2.99,0
1/7/19,80,53.98,0
1/7/19,81,5.11,0
1/7/19,82,5.45,0
1/7/19,83,8.55,0
1/7/19,84,19.77,0
1/7/19,85,4.02,0
1/7/19,86,6.5,0
1/7/19,87,7.22,0
1/7/19,90,7.71,0
1/7/19,91,15.46,0
1/7/19,93,12.44,0
1/7/19,95,19.04,0
1/7/19,96,21.93,0
1/7/19,97,28.65,0
1/7/19,98,5,0
1/7/19,99,5.32,0
1/7/19,100,2.48,0
1/8/19,4,26.42,10
1/8/19,12,4.87,3
1/8/19,13,4.18,8
1/8/19,16,3.21,75
1/8/19,19,2.89,80
1/8/19,21,23.23,2
1/8/19,23,10.86,6
1/8/19,42,2.91,2
1/8/19,56,28.75,6
1/8/19,58,13.66,1
1/8/19,59,23.37,21
1/8/19,62,5.7,1
1/8/19,67,7,9
1/8/19,74,4.11,1
1/8/19,76,17.93,27
1/8/19,80,53.98,1
1/8/19,89,3.06,1
1/8/19,1,6.71,0
1/8/19,2,15.09,0
1/8/19,3,29.22,0
1/8/19,5,6.07,0
1/8/19,6,5.61,0
1/8/19,7,8.1,0
1/8/19,8,24.98,0
1/8/19,9,3.91,0
1/8/19,10,21.13,0
1/8/19,11,19.48,0
1/8/19,14,3.9,0
1/8/19,15,18.78,0
1/8/19,17,6.21,0
1/8/19,18,18.82,0
1/8/19,20,7.95,0
1/8/19,22,19.05,0
1/8/19,24,7.91,0
1/8/19,25,6.23,0
1/8/19,26,7.55,0
1/8/19,27,26.21,0
1/8/19,28,15.23,0
1/8/19,29,2.43,0
1/8/19,30,5.08,0
1/8/19,31,5.62,0
1/8/19,32,3.86,0
1/8/19,33,20.8,0
1/8/19,34,27.47,0
1/8/19,35,4.36,0
1/8/19,36,21.14,0
1/8/19,37,7.36,0
1/8/19,38,10.8,0
1/8/19,39,19.03,0
1/8/19,40,22.67,0
1/8/19,41,6.01,0
1/8/19,43,7.13,0
1/8/19,44,5.5,0
1/8/19,45,23.43,0
1/8/19,46,6.89,0
1/8/19,47,8.01,0
1/8/19,48,11.82,0
1/8/19,49,1.39,0
1/8/19,50,26.37,0
1/8/19,51,17.55,0
1/8/19,52,5.68,0
1/8/19,53,7.87,0
1/8/19,54,6.51,0
1/8/19,55,6.63,0
1/8/19,57,3.93,0
1/8/19,60,15.69,0
1/8/19,61,18.53,0
1/8/19,63,3.74,0
1/8/19,64,16.09,0
1/8/19,65,20.02,0
1/8/19,66,6.31,0
1/8/19,68,8.7,0
1/8/19,69,26.04,0
1/8/19,70,16.28,0
1/8/19,71,3.98,0
1/8/19,72,6.53,0
1/8/19,73,5.16,0
1/8/19,75,5.6,0
1/8/19,77,7.7,0
1/8/19,78,2.99,0
1/8/19,79,3.75,0
1/8/19,81,5.11,0
1/8/19,82,5.45,0
1/8/19,83,8.55,0
1/8/19,84,19.77,0
1/8/19,85,4.02,0
1/8/19,86,6.5,0
1/8/19,87,7.22,0
1/8/19,88,16.06,0
1/8/19,90,7.71,0
1/8/19,91,15.46,0
1/8/19,92,3.23,0
1/8/19,93,12.44,0
1/8/19,94,5.71,0
1/8/19,95,19.04,0
1/8/19,96,21.93,0
1/8/19,97,28.65,0
1/8/19,98,5,0
1/8/19,99,5.32,0
1/8/19,100,2.48,0
1/9/19,3,29.22,2
1/9/19,4,26.42,19
1/9/19,8,24.98,1
1/9/19,12,4.87,6
1/9/19,13,4.18,12
1/9/19,16,3.21,115
1/9/19,19,2.89,99
1/9/19,21,23.23,6
1/9/19,23,10.86,5
1/9/19,25,6.23,1
1/9/19,42,2.91,1
1/9/19,45,23.43,1
1/9/19,49,1.39,2
1/9/19,56,28.75,5
1/9/19,59,23.37,24
1/9/19,67,7,14
1/9/19,76,17.93,31
1/9/19,90,7.71,1
1/9/19,97,28.65,1
1/9/19,1,6.71,0
1/9/19,2,15.09,0
1/9/19,5,6.07,0
1/9/19,6,5.61,0
1/9/19,7,8.1,0
1/9/19,9,3.91,0
1/9/19,10,21.13,0
1/9/19,11,19.48,0
1/9/19,14,3.9,0
1/9/19,15,18.78,0
1/9/19,17,6.21,0
1/9/19,18,18.82,0
1/9/19,20,7.95,0
1/9/19,22,19.05,0
1/9/19,24,7.91,0
1/9/19,26,7.55,0
1/9/19,27,26.21,0
1/9/19,28,15.23,0
1/9/19,29,2.43,0
1/9/19,30,5.08,0
1/9/19,31,5.62,0
1/9/19,32,3.86,0
1/9/19,33,20.8,0
1/9/19,34,27.47,0
1/9/19,35,4.36,0
1/9/19,36,21.14,0
1/9/19,37,7.36,0
1/9/19,38,10.8,0
1/9/19,39,19.03,0
1/9/19,40,22.67,0
1/9/19,41,6.01,0
1/9/19,43,7.13,0
1/9/19,44,5.5,0
1/9/19,46,6.89,0
1/9/19,47,8.01,0
1/9/19,48,11.82,0
1/9/19,50,26.37,0
1/9/19,51,17.55,0
1/9/19,52,5.68,0
1/9/19,53,7.87,0
1/9/19,54,6.51,0
1/9/19,55,6.63,0
1/9/19,57,3.93,0
1/9/19,58,13.66,0
1/9/19,60,15.69,0
1/9/19,61,18.53,0
1/9/19,62,5.7,0
1/9/19,63,3.74,0
1/9/19,64,16.09,0
1/9/19,65,20.02,0
1/9/19,66,6.31,0
1/9/19,68,8.7,0
1/9/19,69,26.04,0
1/9/19,70,16.28,0
1/9/19,71,3.98,0
1/9/19,72,6.53,0
1/9/19,73,5.16,0
1/9/19,74,4.11,0
1/9/19,75,5.6,0
1/9/19,77,7.7,0
1/9/19,78,2.99,0
1/9/19,79,3.75,0
1/9/19,80,53.98,0
1/9/19,81,5.11,0
1/9/19,82,5.45,0
1/9/19,83,8.55,0
1/9/19,84,19.77,0
1/9/19,85,4.02,0
1/9/19,86,6.5,0
1/9/19,87,7.22,0
1/9/19,88,16.06,0
1/9/19,89,3.06,0
1/9/19,91,15.46,0
1/9/19,92,3.23,0
1/9/19,93,12.44,0
1/9/19,94,5.71,0
1/9/19,95,19.04,0
1/9/19,96,21.93,0
1/9/19,98,5,0
1/9/19,99,5.32,0
1/9/19,100,2.48,0
1/10/19,3,29.22,2
1/10/19,4,26.42,25
1/10/19,12,4.87,9
1/10/19,13,4.18,9
1/10/19,14,3.9,1
1/10/19,16,3.21,138
1/10/19,19,2.89,135
1/10/19,21,23.23,8
1/10/19,23,10.86,12
1/10/19,25,6.23,1
1/10/19,36,21.14,1
1/10/19,42,2.91,2
1/10/19,45,23.43,1
1/10/19,49,1.39,3
1/10/19,56,28.75,17
1/10/19,59,23.37,29
1/10/19,67,7,16
1/10/19,73,5.16,1
1/10/19,76,17.93,38
1/10/19,89,3.06,1
1/10/19,90,7.71,2
1/10/19,97,28.65,1
1/10/19,1,6.71,0
1/10/19,2,15.09,0
1/10/19,5,6.07,0
1/10/19,6,5.61,0
1/10/19,7,8.1,0
1/10/19,8,24.98,0
1/10/19,9,3.91,0
1/10/19,10,21.13,0
1/10/19,11,19.48,0
1/10/19,15,18.78,0
1/10/19,17,6.21,0
1/10/19,18,18.82,0
1/10/19,20,7.95,0
1/10/19,22,19.05,0
1/10/19,24,7.91,0
1/10/19,26,7.55,0
1/10/19,27,26.21,0
1/10/19,28,15.23,0
1/10/19,29,2.43,0
1/10/19,30,5.08,0
1/10/19,31,5.62,0
1/10/19,32,3.86,0
1/10/19,33,20.8,0
1/10/19,34,27.47,0
1/10/19,35,4.36,0
1/10/19,37,7.36,0
1/10/19,38,10.8,0
1/10/19,39,19.03,0
1/10/19,40,22.67,0
1/10/19,41,6.01,0
1/10/19,43,7.13,0
1/10/19,44,5.5,0
1/10/19,46,6.89,0
1/10/19,47,8.01,0
1/10/19,48,11.82,0
1/10/19,50,26.37,0
1/10/19,51,17.55,0
1/10/19,52,5.68,0
1/10/19,53,7.87,0
1/10/19,54,6.51,0
1/10/19,55,6.63,0
1/10/19,57,3.93,0
1/10/19,58,13.66,0
1/10/19,60,15.69,0
1/10/19,61,18.53,0
1/10/19,62,5.7,0
1/10/19,63,3.74,0
1/10/19,64,16.09,0
1/10/19,65,20.02,0
1/10/19,66,6.31,0
1/10/19,68,8.7,0
1/10/19,69,26.04,0
1/10/19,70,16.28,0
1/10/19,71,3.98,0
1/10/19,72,6.53,0
1/10/19,74,4.11,0
1/10/19,75,5.6,0
1/10/19,77,7.7,0
1/10/19,78,2.99,0
1/10/19,79,3.75,0
1/10/19,80,53.98,0
1/10/19,81,5.11,0
1/10/19,82,5.45,0
1/10/19,83,8.55,0
1/10/19,84,19.77,0
1/10/19,85,4.02,0
1/10/19,86,6.5,0
1/10/19,87,7.22,0
1/10/19,88,16.06,0
1/10/19,91,15.46,0
1/10/19,92,3.23,0
1/10/19,93,12.44,0
1/10/19,94,5.71,0
1/10/19,95,19.04,0
1/10/19,96,21.93,0
1/10/19,98,5,0
1/10/19,99,5.32,0
1/10/19,100,2.48,0
1/11/19,3,29.22,3
